cd_change_flag,cd_change_flag_post,caseid
NA,NA,1239000149
NA,NA,1239038783
NA,NA,1238767521
NA,NA,1239205187
NA,NA,1239119987
NA,NA,1236547213
NA,NA,1236922273
NA,NA,1239010795
NA,NA,1239084723
NA,NA,1239218771
NA,NA,1239122361
NA,NA,1238836127
NA,NA,1237906755
NA,NA,1239162857
NA,NA,1238081567
NA,NA,1239115019
NA,NA,1238909259
NA,NA,1238885753
NA,NA,1239142045
NA,NA,1237335243
NA,NA,1239005959
NA,NA,1238911887
NA,NA,1239117915
NA,NA,1238813527
NA,NA,1238774733
NA,NA,1239047867
NA,NA,1229824169
NA,NA,1238460391
NA,NA,1239036301
NA,NA,1238993007
NA,NA,1239165049
NA,NA,1239114629
NA,NA,1238257003
NA,NA,1238681049
NA,NA,1239104139
NA,NA,1238854545
NA,NA,1238513889
NA,NA,1239074059
NA,NA,1239080763
NA,NA,1238965663
NA,NA,1239082429
NA,NA,1239164743
NA,NA,1239036441
NA,NA,1238678647
NA,NA,1239160621
NA,NA,1237283219
NA,NA,1238934993
NA,NA,1239009251
NA,NA,1237947557
NA,NA,1239115259
NA,NA,1239161859
NA,NA,1238969449
NA,NA,1239158461
NA,NA,1237495163
NA,NA,1238943345
NA,NA,1239209581
NA,NA,1239221557
NA,NA,1239123705
NA,NA,1239197479
NA,NA,1239044879
NA,NA,1239114361
NA,NA,1239083381
NA,NA,1235571183
NA,NA,1238968195
NA,NA,1239161955
NA,NA,1239197349
NA,NA,1238852263
NA,NA,1239164051
NA,NA,1239080931
NA,NA,1239197317
NA,NA,1238885531
NA,NA,1238851143
NA,NA,1239192041
NA,NA,1239220741
NA,NA,1239220733
NA,NA,1239117865
NA,NA,1238290415
NA,NA,1239162081
NA,NA,1238977817
NA,NA,1239038825
NA,NA,1239161207
NA,NA,1237798519
NA,NA,1237078285
NA,NA,1239161287
NA,NA,1238877403
NA,NA,1238973765
NA,NA,1239196985
NA,NA,1238939119
NA,NA,1239162255
NA,NA,1239164679
NA,NA,1237369113
NA,NA,1238945183
NA,NA,1239034993
NA,NA,1238170105
NA,NA,1239118399
NA,NA,1238929439
NA,NA,1238810855
NA,NA,1239203691
NA,NA,1237157201
NA,NA,1239007131
NA,NA,1238970033
NA,NA,1239114675
NA,NA,1239226829
NA,NA,1239206601
NA,NA,1238244261
NA,NA,1238214117
NA,NA,1239224177
NA,NA,1238132093
NA,NA,1239165895
NA,NA,1238672075
NA,NA,1239197281
NA,NA,1239005623
NA,NA,1239113447
NA,NA,1239117951
NA,NA,1238940305
NA,NA,1238914847
NA,NA,1238816093
NA,NA,1239234171
NA,NA,1239118079
NA,NA,1239073921
NA,NA,1238885211
NA,NA,1237952285
NA,NA,1239197291
NA,NA,1239067927
NA,NA,1238929107
NA,NA,1239155339
NA,NA,1238904897
NA,NA,1238679959
NA,NA,1236003511
NA,NA,1227020223
NA,NA,1239037385
NA,NA,1236994627
NA,NA,1228454009
NA,NA,1239044017
NA,NA,1239182325
NA,NA,1239156017
NA,NA,1238030197
NA,NA,1239040265
NA,NA,1238935323
NA,NA,1237649889
NA,NA,1238011657
NA,NA,1238335637
NA,NA,1238678471
NA,NA,1237905187
NA,NA,1239156631
NA,NA,1238074897
NA,NA,1238773487
NA,NA,1238774709
NA,NA,1238171949
NA,NA,1238690231
NA,NA,1238972321
NA,NA,1238975527
NA,NA,1238252497
NA,NA,1238878373
NA,NA,1239166005
NA,NA,1238572081
NA,NA,1239199983
NA,NA,1238572061
NA,NA,1239202601
NA,NA,1239121127
NA,NA,1236754255
NA,NA,1238610185
NA,NA,1239162355
NA,NA,1238973195
NA,NA,1239205083
NA,NA,1239260703
NA,NA,1238935295
NA,NA,1239166263
NA,NA,1239252697
NA,NA,1238244935
NA,NA,1238941609
NA,NA,1238726941
NA,NA,1239261599
NA,NA,1239201777
NA,NA,1239264991
NA,NA,1239261055
NA,NA,1239038729
NA,NA,1237531341
NA,NA,1239197209
NA,NA,1239264169
NA,NA,1238210777
NA,NA,1239197169
NA,NA,1239261993
NA,NA,1238909137
1,1,1239265115
NA,NA,1238910215
NA,NA,1239238997
NA,NA,1238935785
NA,NA,1237460625
NA,NA,1239202657
NA,NA,1238844989
NA,NA,1238911871
NA,NA,1238850639
NA,NA,1236990997
NA,NA,1238245509
NA,NA,1239242809
NA,NA,1239242699
NA,NA,1239242753
NA,NA,1239230807
NA,NA,1239118435
NA,NA,1239238793
NA,NA,1239037805
NA,NA,1237564365
NA,NA,1239002445
NA,NA,1238933321
NA,NA,1238727105
NA,NA,1239079007
NA,NA,1239262977
NA,NA,1239249015
NA,NA,1239247283
NA,NA,1239242989
NA,NA,1239266407
NA,NA,1239122999
NA,NA,1239238877
NA,NA,1238974219
NA,NA,1238388421
NA,NA,1238779335
NA,NA,1238761983
NA,NA,1239203531
NA,NA,1238973087
NA,NA,1239241967
NA,NA,1239186107
NA,NA,1239122079
NA,NA,1238850495
NA,NA,1238567169
NA,NA,1239209693
NA,NA,1238609933
NA,NA,1239215991
NA,NA,1236203949
NA,NA,1239114993
NA,NA,1239075953
NA,NA,1238814511
NA,NA,1238728285
NA,NA,1238768849
NA,NA,1233576925
NA,NA,1238940335
NA,NA,1238852675
NA,NA,1238801741
NA,NA,1238759781
NA,NA,1239115611
NA,NA,1239265627
NA,NA,1239203703
NA,NA,1238347677
NA,NA,1238938971
NA,NA,1239067229
NA,NA,1238933895
NA,NA,1239238685
NA,NA,1239005897
NA,NA,1235034125
NA,NA,1236957237
NA,NA,1238883237
NA,NA,1238689471
NA,NA,1238853021
NA,NA,1239233239
NA,NA,1239161413
NA,NA,1238774891
NA,NA,1238967033
NA,NA,1239075925
NA,NA,1239117863
NA,NA,1239121713
NA,NA,1238774453
NA,NA,1239240959
NA,NA,1239112861
NA,NA,1239285853
NA,NA,1238678715
NA,NA,1239163591
NA,NA,1239272215
NA,NA,1239047613
NA,NA,1237374185
NA,NA,1237015221
NA,NA,1239285935
NA,NA,1238900151
NA,NA,1239205055
NA,NA,1239302627
NA,NA,1239249587
NA,NA,1239079649
NA,NA,1239251545
NA,NA,1239191549
NA,NA,1238875863
NA,NA,1238814563
NA,NA,1239000639
NA,NA,1237404687
NA,NA,1239162023
NA,NA,1239191223
NA,NA,1239295249
NA,NA,1239303949
NA,NA,1239162935
NA,NA,1237026907
NA,NA,1237234097
NA,NA,1238970041
NA,NA,1235586253
NA,NA,1238870381
NA,NA,1238970543
NA,NA,1239242651
NA,NA,1238775355
NA,NA,1239120005
NA,NA,1239302173
NA,NA,1239304883
NA,NA,1238905009
NA,NA,1235879875
NA,NA,1239036951
NA,NA,1239122521
NA,NA,1238287015
NA,NA,1238324063
NA,NA,1239302713
NA,NA,1238572151
NA,NA,1239305009
NA,NA,1237955249
NA,NA,1239305817
1,1,1239304121
NA,NA,1239082367
NA,NA,1239242817
NA,NA,1238171975
NA,NA,1239242783
NA,NA,1238251029
NA,NA,1239304285
NA,NA,1239085387
NA,NA,1239306807
NA,NA,1239288967
NA,NA,1239250725
NA,NA,1238911927
NA,NA,1239197109
NA,NA,1239205899
NA,NA,1239305987
NA,NA,1238972155
NA,NA,1238973141
NA,NA,1239196679
NA,NA,1239082479
NA,NA,1237911743
NA,NA,1239196917
NA,NA,1239242747
NA,NA,1239304825
NA,NA,1237948701
NA,NA,1238911949
NA,NA,1238937689
NA,NA,1239196795
1,1,1239166545
NA,NA,1239008119
NA,NA,1239197459
NA,NA,1239119233
NA,NA,1239000521
NA,NA,1239281627
NA,NA,1239305573
1,1,1239302455
NA,NA,1238731215
NA,NA,1239294481
NA,NA,1238517855
NA,NA,1238765975
NA,NA,1239155637
NA,NA,1239155365
NA,NA,1239287071
NA,NA,1239155981
NA,NA,1238454089
NA,NA,1239283733
NA,NA,1239121799
NA,NA,1235279339
NA,NA,1239155871
NA,NA,1239281195
NA,NA,1236803399
NA,NA,1235734377
NA,NA,1239248797
NA,NA,1239281629
NA,NA,1239007487
NA,NA,1236590131
NA,NA,1238767759
NA,NA,1239286543
NA,NA,1239309095
NA,NA,1239245173
NA,NA,1239305511
NA,NA,1238977709
NA,NA,1238132105
NA,NA,1239201013
NA,NA,1238622215
NA,NA,1238678551
NA,NA,1239289081
NA,NA,1239196683
NA,NA,1238906249
NA,NA,1229640319
NA,NA,1238132819
NA,NA,1238848293
NA,NA,1238761979
NA,NA,1238757347
NA,NA,1238807849
NA,NA,1238776277
NA,NA,1238882367
1,1,1239314927
NA,NA,1239306599
NA,NA,1239161507
NA,NA,1239197457
NA,NA,1239008575
NA,NA,1238397085
NA,NA,1239286179
NA,NA,1239239125
NA,NA,1239287289
NA,NA,1239284171
NA,NA,1239247257
NA,NA,1239162729
NA,NA,1237123053
NA,NA,1239323525
NA,NA,1239077035
NA,NA,1239308349
NA,NA,1239281745
NA,NA,1239042403
NA,NA,1239285057
NA,NA,1239337961
NA,NA,1239289263
NA,NA,1233464633
NA,NA,1239330881
NA,NA,1238800177
NA,NA,1238087007
NA,NA,1238132223
NA,NA,1238974531
NA,NA,1239122525
NA,NA,1239029673
NA,NA,1239240649
NA,NA,1238993611
NA,NA,1239206327
NA,NA,1239324103
NA,NA,1239160173
NA,NA,1239005925
NA,NA,1239209487
NA,NA,1238935371
NA,NA,1238956399
NA,NA,1238906133
NA,NA,1239246147
NA,NA,1238682257
NA,NA,1239263085
NA,NA,1238768027
NA,NA,1238776787
NA,NA,1238686973
NA,NA,1234695883
NA,NA,1231306041
NA,NA,1238939083
NA,NA,1239030085
NA,NA,1238447095
NA,NA,1239238779
NA,NA,1239153871
NA,NA,1239243119
NA,NA,1239077025
NA,NA,1239339903
NA,NA,1239007863
1,1,1239318709
NA,NA,1239322561
NA,NA,1238809495
NA,NA,1239319741
NA,NA,1239341491
NA,NA,1239073517
NA,NA,1238817215
NA,NA,1237898783
NA,NA,1239318761
NA,NA,1237953569
NA,NA,1239305521
NA,NA,1238935095
NA,NA,1239308983
NA,NA,1238779497
NA,NA,1239318499
NA,NA,1235599909
NA,NA,1239044383
NA,NA,1239238691
NA,NA,1239243543
NA,NA,1239343565
NA,NA,1239318549
NA,NA,1239362737
NA,NA,1239118249
NA,NA,1238813709
NA,NA,1239238337
NA,NA,1239324823
NA,NA,1239341805
NA,NA,1239196667
NA,NA,1239329711
NA,NA,1239079157
NA,NA,1238813627
NA,NA,1237119767
NA,NA,1238940647
NA,NA,1239367681
NA,NA,1238171873
NA,NA,1239285455
NA,NA,1239281683
NA,NA,1238813263
NA,NA,1239197119
NA,NA,1238882805
NA,NA,1239355993
NA,NA,1238845803
NA,NA,1239207677
NA,NA,1239295261
NA,NA,1239044187
NA,NA,1237847295
NA,NA,1238672635
NA,NA,1239305049
NA,NA,1239238961
NA,NA,1234892543
NA,NA,1239307399
NA,NA,1239308187
NA,NA,1238906741
NA,NA,1234833033
NA,NA,1239083611
NA,NA,1239201209
NA,NA,1239289027
NA,NA,1239044965
NA,NA,1238906515
NA,NA,1239329893
NA,NA,1239350095
NA,NA,1238906803
NA,NA,1239318713
NA,NA,1238249619
NA,NA,1238966793
NA,NA,1239319619
NA,NA,1210095521
NA,NA,1239073525
NA,NA,1239375883
NA,NA,1238849997
NA,NA,1238081915
NA,NA,1239111797
NA,NA,1239318479
NA,NA,1239040249
NA,NA,1239349683
NA,NA,1238940265
NA,NA,1239106525
NA,NA,1239353315
NA,NA,1238965505
NA,NA,1236305709
NA,NA,1239005653
NA,NA,1238681717
NA,NA,1239009597
NA,NA,1238684539
NA,NA,1239199979
NA,NA,1239238933
NA,NA,1239354095
NA,NA,1239281839
NA,NA,1238945207
NA,NA,1238941755
NA,NA,1239011977
NA,NA,1238935627
NA,NA,1236710189
NA,NA,1238503205
NA,NA,1239380421
NA,NA,1238909403
NA,NA,1239239087
NA,NA,1239349619
NA,NA,1239353123
NA,NA,1239119167
NA,NA,1238973179
NA,NA,1239199497
NA,NA,1238011465
NA,NA,1239195161
NA,NA,1239289259
NA,NA,1238856011
NA,NA,1238460263
NA,NA,1238732321
NA,NA,1239340699
NA,NA,1238514849
NA,NA,1239322301
NA,NA,1238759587
NA,NA,1239155485
NA,NA,1239003007
NA,NA,1237024755
NA,NA,1238767537
NA,NA,1238882349
NA,NA,1238775181
NA,NA,1239120027
NA,NA,1239353221
NA,NA,1237074435
NA,NA,1238850635
NA,NA,1238253519
NA,NA,1239404057
NA,NA,1238678513
NA,NA,1239382507
NA,NA,1238883565
NA,NA,1239081527
NA,NA,1239318561
NA,NA,1239042057
NA,NA,1239040193
NA,NA,1239391887
NA,NA,1239005847
NA,NA,1239381385
NA,NA,1238945505
NA,NA,1239202527
1,1,1239281677
NA,NA,1239041625
NA,NA,1238839065
NA,NA,1239396811
NA,NA,1239394081
NA,NA,1239391351
NA,NA,1238886155
NA,NA,1239413377
NA,NA,1239413305
NA,NA,1239285339
NA,NA,1239412727
NA,NA,1239413323
NA,NA,1239238943
NA,NA,1239413031
NA,NA,1238515607
NA,NA,1239251633
NA,NA,1239402295
NA,NA,1239414561
NA,NA,1238940501
NA,NA,1239283791
NA,NA,1239414483
NA,NA,1238960039
NA,NA,1239156615
NA,NA,1239075829
NA,NA,1239324549
NA,NA,1239414489
NA,NA,1239403583
NA,NA,1239414443
NA,NA,1239155429
1,1,1238681577
NA,NA,1239238769
NA,NA,1239413123
NA,NA,1238514131
NA,NA,1239413603
NA,NA,1239391507
NA,NA,1239414025
NA,NA,1239399071
NA,NA,1239329733
NA,NA,1238935519
NA,NA,1239391545
NA,NA,1239324577
NA,NA,1239413573
NA,NA,1238510045
NA,NA,1239329577
1,1,1239365471
NA,NA,1239415349
NA,NA,1239415233
1,1,1239413139
NA,NA,1239414063
NA,NA,1239083501
1,1,1239414995
NA,NA,1239318867
NA,NA,1239039181
NA,NA,1239319803
NA,NA,1238254189
NA,NA,1238990535
NA,NA,1237024815
NA,NA,1238725713
NA,NA,1239284883
NA,NA,1239368157
NA,NA,1239322861
NA,NA,1239038229
NA,NA,1239414103
NA,NA,1238850501
NA,NA,1239245627
NA,NA,1238809639
NA,NA,1239413511
NA,NA,1237438151
NA,NA,1239357383
NA,NA,1239397533
NA,NA,1238877841
NA,NA,1238737393
NA,NA,1239415487
NA,NA,1239415237
NA,NA,1238906379
NA,NA,1238246245
NA,NA,1239042377
NA,NA,1238912483
NA,NA,1239394249
NA,NA,1239416321
NA,NA,1239437963
NA,NA,1239394247
NA,NA,1239281097
NA,NA,1239392921
NA,NA,1239356449
NA,NA,1239040931
NA,NA,1239430907
1,1,1238025985
NA,NA,1239437955
NA,NA,1239287789
NA,NA,1239445359
NA,NA,1238129863
NA,NA,1239435919
NA,NA,1239444429
NA,NA,1239441103
NA,NA,1239327987
NA,NA,1238885755
NA,NA,1237162881
NA,NA,1235406867
NA,NA,1239445271
NA,NA,1239415967
NA,NA,1239027389
NA,NA,1239446885
NA,NA,1239041551
NA,NA,1239447043
NA,NA,1238508973
NA,NA,1236838535
NA,NA,1239429475
NA,NA,1239391463
NA,NA,1239435063
NA,NA,1238975125
NA,NA,1239242195
NA,NA,1239314819
NA,NA,1239430177
NA,NA,1238815639
NA,NA,1239155855
NA,NA,1238883065
NA,NA,1239391899
NA,NA,1239447415
NA,NA,1239197955
NA,NA,1239164797
NA,NA,1239382205
NA,NA,1239281881
NA,NA,1239357433
NA,NA,1239005765
NA,NA,1239353097
1,NA,1239285553
NA,NA,1238233439
NA,NA,1238623907
NA,NA,1239447931
NA,NA,1237686677
NA,NA,1239445501
NA,NA,1239444991
NA,NA,1239283881
NA,NA,1239348483
NA,NA,1239281705
NA,NA,1238611529
NA,NA,1239328309
NA,NA,1238853925
NA,NA,1239329741
NA,NA,1239447737
NA,NA,1239445537
NA,NA,1239042529
NA,NA,1239240673
NA,NA,1239325793
NA,NA,1239433275
NA,NA,1239082409
NA,NA,1239118237
NA,NA,1239322115
NA,NA,1239353429
NA,NA,1239355907
NA,NA,1239447757
NA,NA,1239392019
NA,NA,1238516903
NA,NA,1238941475
NA,NA,1238672905
NA,NA,1239468339
NA,NA,1238760085
NA,NA,1238855015
NA,NA,1238719873
NA,NA,1239427033
NA,NA,1239459653
NA,NA,1239468685
NA,NA,1239391735
NA,NA,1239475211
NA,NA,1239203629
NA,NA,1239319611
NA,NA,1239415893
NA,NA,1239230623
NA,NA,1238880241
NA,NA,1239323027
NA,NA,1239427163
NA,NA,1239006539
NA,NA,1239462205
NA,NA,1239353117
NA,NA,1239459863
NA,NA,1239476859
NA,NA,1238885235
NA,NA,1239477309
NA,NA,1239392907
NA,NA,1238854475
1,1,1239391519
NA,NA,1239330015
NA,NA,1239386843
NA,NA,1236990339
NA,NA,1239476097
NA,NA,1239473269
NA,NA,1239475077
NA,NA,1239477877
NA,NA,1239476491
NA,NA,1239318673
NA,NA,1239413977
NA,NA,1239414599
NA,NA,1237250395
NA,NA,1239415905
NA,NA,1239322899
NA,NA,1239155039
NA,NA,1239476393
NA,NA,1239073283
NA,NA,1239476567
NA,NA,1239429775
NA,NA,1239477635
NA,NA,1238941247
NA,NA,1239474835
NA,NA,1238880285
NA,NA,1239477435
NA,NA,1237239491
NA,NA,1239475301
NA,NA,1239478595
NA,NA,1236899713
NA,NA,1239201765
NA,NA,1239459831
1,1,1239242537
NA,NA,1239460139
NA,NA,1239242461
NA,NA,1239324499
NA,NA,1239478397
NA,NA,1238454187
NA,NA,1239318453
NA,NA,1239432173
NA,NA,1239505227
NA,NA,1239499087
NA,NA,1238082419
NA,NA,1239454985
NA,NA,1239505003
NA,NA,1239499121
1,1,1239495705
NA,NA,1239426823
NA,NA,1238808177
NA,NA,1239034895
NA,NA,1239504943
NA,NA,1239207547
NA,NA,1239466447
NA,NA,1239496523
NA,NA,1239349005
NA,NA,1239395453
NA,NA,1239421847
NA,NA,1239318803
NA,NA,1239505569
NA,NA,1239497323
NA,NA,1239322227
NA,NA,1237327139
NA,NA,1239159259
NA,NA,1239506071
NA,NA,1239459529
NA,NA,1237493317
NA,NA,1239505551
NA,NA,1239494931
NA,NA,1239505865
NA,NA,1239505989
NA,NA,1239421983
NA,NA,1239505529
NA,NA,1239325079
NA,NA,1239243741
NA,NA,1239507145
NA,NA,1239506033
NA,NA,1239506161
NA,NA,1239395757
NA,NA,1239361047
NA,NA,1239460137
NA,NA,1239507845
NA,NA,1239505811
NA,NA,1239507471
NA,NA,1239294257
NA,NA,1239505317
NA,NA,1238033231
NA,NA,1238559851
NA,NA,1239507763
NA,NA,1239506719
NA,NA,1239506489
NA,NA,1239479587
NA,NA,1238514437
NA,NA,1239290869
NA,NA,1239506833
NA,NA,1239508179
NA,NA,1239506529
NA,NA,1237251773
NA,NA,1239448135
NA,NA,1238517265
NA,NA,1238769217
NA,NA,1238935523
NA,NA,1239238003
NA,NA,1239322277
NA,NA,1239074547
NA,NA,1239353513
NA,NA,1239354343
NA,NA,1239462281
NA,NA,1239508887
NA,NA,1239459775
NA,NA,1239426759
NA,NA,1239421945
NA,NA,1239479491
NA,NA,1239508725
NA,NA,1239482841
NA,NA,1239242985
NA,NA,1238936177
NA,NA,1239155205
NA,NA,1239506871
NA,NA,1239321567
1,1,1239505531
NA,NA,1239528595
NA,NA,1239510779
NA,NA,1239505027
NA,NA,1239505347
NA,NA,1239508553
NA,NA,1239508523
NA,NA,1239490365
NA,NA,1239509473
NA,NA,1238817113
NA,NA,1239508391
NA,NA,1239084781
NA,NA,1239475001
NA,NA,1239080407
NA,NA,1239429203
NA,NA,1239118373
NA,NA,1239431299
NA,NA,1239489991
NA,NA,1239509115
NA,NA,1239508959
NA,NA,1238969855
NA,NA,1239507011
NA,NA,1239508395
NA,NA,1239533509
NA,NA,1239530221
NA,NA,1239291423
NA,NA,1239516717
NA,NA,1239282011
NA,NA,1239484139
NA,NA,1239535911
NA,NA,1239508327
NA,NA,1239535001
NA,NA,1239536501
NA,NA,1239158943
NA,NA,1237646035
NA,NA,1239535899
NA,NA,1239429297
NA,NA,1239509541
NA,NA,1239082931
NA,NA,1238249939
NA,NA,1238990413
NA,NA,1239431127
NA,NA,1239537989
NA,NA,1239525995
NA,NA,1239525131
NA,NA,1239489825
NA,NA,1239477053
NA,NA,1239464713
1,1,1239459549
NA,NA,1239478217
NA,NA,1238936221
NA,NA,1239365361
NA,NA,1239478875
1,NA,1238671711
NA,NA,1238731383
NA,NA,1239358453
NA,NA,1239538319
NA,NA,1239433185
NA,NA,1239537699
NA,NA,1239006939
NA,NA,1239247567
NA,NA,1239522593
NA,NA,1238243657
NA,NA,1239535971
NA,NA,1239539173
NA,NA,1238973645
NA,NA,1238935711
NA,NA,1239539229
NA,NA,1239538865
NA,NA,1237243555
NA,NA,1239536181
NA,NA,1239244899
NA,NA,1238852107
NA,NA,1239116441
1,1,1239538063
NA,NA,1239539773
1,1,1239506159
NA,NA,1239489971
NA,NA,1239535343
NA,NA,1239357543
NA,NA,1239539067
NA,NA,1239123757
NA,NA,1239558055
1,1,1239526687
NA,NA,1239114487
NA,NA,1239426827
NA,NA,1239537059
NA,NA,1239324371
NA,NA,1239564069
NA,NA,1239353285
NA,NA,1239539649
NA,NA,1239536027
NA,NA,1239564553
NA,NA,1239535349
NA,NA,1239542335
1,1,1239489907
NA,NA,1239519127
NA,NA,1239552907
NA,NA,1239551917
NA,NA,1239565801
NA,NA,1239564373
NA,NA,1239067253
NA,NA,1239551847
NA,NA,1239545451
NA,NA,1234839475
NA,NA,1238087985
NA,NA,1239564833
NA,NA,1239489089
NA,NA,1239199781
NA,NA,1239359647
NA,NA,1239325001
NA,NA,1239453845
NA,NA,1239509605
NA,NA,1239462115
NA,NA,1239427965
NA,NA,1239358357
NA,NA,1234250133
NA,NA,1239565949
NA,NA,1239497259
1,1,1239520089
NA,NA,1239566951
NA,NA,1239509167
NA,NA,1239566901
NA,NA,1238767737
NA,NA,1239565271
NA,NA,1239313697
NA,NA,1239564907
NA,NA,1238992891
NA,NA,1239578819
NA,NA,1236956263
NA,NA,1239484143
NA,NA,1239428881
NA,NA,1239567013
NA,NA,1238251071
NA,NA,1239551515
NA,NA,1238911359
NA,NA,1239591863
NA,NA,1237697199
NA,NA,1238911587
NA,NA,1239526339
NA,NA,1239536199
NA,NA,1239538153
NA,NA,1239591823
NA,NA,1239489959
NA,NA,1239353099
NA,NA,1239591335
NA,NA,1238943693
NA,NA,1239354615
NA,NA,1239044921
NA,NA,1238800209
NA,NA,1239602429
NA,NA,1239564777
NA,NA,1239615957
NA,NA,1239544905
NA,NA,1238571905
NA,NA,1239520013
NA,NA,1239514639
NA,NA,1239616853
NA,NA,1239616877
NA,NA,1239615839
NA,NA,1239616791
NA,NA,1239616469
NA,NA,1239068641
NA,NA,1239615955
NA,NA,1239616829
NA,NA,1239617085
NA,NA,1239617109
NA,NA,1239616919
NA,NA,1239617221
NA,NA,1239617281
NA,NA,1239616927
NA,NA,1239592443
NA,NA,1239317987
NA,NA,1239617089
NA,NA,1239047859
NA,NA,1239539321
NA,NA,1239541361
NA,NA,1238855297
NA,NA,1239564247
NA,NA,1239565571
NA,NA,1238254093
NA,NA,1239527335
NA,NA,1239617063
NA,NA,1239616463
NA,NA,1239617437
NA,NA,1239625481
NA,NA,1239616891
NA,NA,1239634373
NA,NA,1239634417
NA,NA,1239640011
NA,NA,1239634325
NA,NA,1239464143
NA,NA,1239639713
NA,NA,1239639741
NA,NA,1239607689
NA,NA,1239634227
NA,NA,1238766293
NA,NA,1239639875
NA,NA,1239640337
NA,NA,1239640381
NA,NA,1239569027
NA,NA,1239640395
NA,NA,1239009201
NA,NA,1239466741
NA,NA,1239619593
NA,NA,1239419227
NA,NA,1239627033
NA,NA,1239640449
NA,NA,1239522217
NA,NA,1239639769
NA,NA,1239634269
NA,NA,1239640789
NA,NA,1239640193
NA,NA,1239607751
NA,NA,1235819797
NA,NA,1239640241
NA,NA,1239605189
NA,NA,1239640839
NA,NA,1238967445
NA,NA,1238992911
NA,NA,1239467337
NA,NA,1239001609
NA,NA,1239207939
NA,NA,1239427405
NA,NA,1239640399
NA,NA,1235242987
NA,NA,1239641075
NA,NA,1239428907
NA,NA,1239619601
NA,NA,1239640167
NA,NA,1239641153
NA,NA,1239604481
NA,NA,1239481679
NA,NA,1237531015
NA,NA,1239629087
NA,NA,1239658079
NA,NA,1239590261
NA,NA,1239591533
NA,NA,1239201683
NA,NA,1239591915
NA,NA,1239549665
NA,NA,1239663733
NA,NA,1239242831
NA,NA,1239640515
NA,NA,1239527371
NA,NA,1239634449
NA,NA,1239388085
NA,NA,1238335989
NA,NA,1239663709
NA,NA,1239239409
NA,NA,1239663917
NA,NA,1239663911
NA,NA,1239521947
NA,NA,1239493801
NA,NA,1239584885
NA,NA,1237959007
1,1,1239658023
NA,NA,1239551967
NA,NA,1239325813
NA,NA,1239658143
NA,NA,1238935347
NA,NA,1239524743
NA,NA,1239663835
NA,NA,1239460001
NA,NA,1239664129
NA,NA,1239196693
NA,NA,1234690195
NA,NA,1239652965
NA,NA,1239292225
NA,NA,1239664273
NA,NA,1239583421
NA,NA,1238768715
NA,NA,1239664527
NA,NA,1239617481
NA,NA,1239664739
NA,NA,1239664555
NA,NA,1236006247
NA,NA,1239664297
NA,NA,1239522167
NA,NA,1239663883
NA,NA,1239582809
NA,NA,1239320349
NA,NA,1239074351
NA,NA,1239596933
NA,NA,1239628305
NA,NA,1239664553
NA,NA,1239657289
NA,NA,1239606401
NA,NA,1239643227
NA,NA,1239664629
NA,NA,1239492465
NA,NA,1239663759
NA,NA,1239467345
NA,NA,1239607595
NA,NA,1239365309
NA,NA,1239386803
NA,NA,1239556475
NA,NA,1239665403
NA,NA,1239115415
NA,NA,1238522199
NA,NA,1239654837
NA,NA,1239002365
NA,NA,1239663993
NA,NA,1238631965
NA,NA,1239467417
NA,NA,1239603109
NA,NA,1239664727
NA,NA,1239654831
NA,NA,1239075401
NA,NA,1239665349
NA,NA,1239582523
NA,NA,1239401363
NA,NA,1239330543
NA,NA,1239320607
NA,NA,1239363363
NA,NA,1239490619
NA,NA,1239077715
NA,NA,1239656229
NA,NA,1239581021
NA,NA,1239665545
NA,NA,1239668029
NA,NA,1237436667
NA,NA,1238513835
NA,NA,1238736911
NA,NA,1239541935
NA,NA,1239664165
NA,NA,1239670645
NA,NA,1239362431
1,1,1239544963
NA,NA,1239075041
NA,NA,1239665613
NA,NA,1239686571
NA,NA,1239629393
NA,NA,1239288181
NA,NA,1239352939
NA,NA,1239686599
NA,NA,1239616951
NA,NA,1239617537
NA,NA,1239634355
NA,NA,1239552153
NA,NA,1239664323
NA,NA,1239553543
NA,NA,1239684629
NA,NA,1239594621
NA,NA,1236742719
NA,NA,1239631363
1,1,1239665215
NA,NA,1239519807
1,1,1239686653
NA,NA,1239554875
NA,NA,1239650783
NA,NA,1238287459
NA,NA,1239521265
NA,NA,1239248923
NA,NA,1238906265
NA,NA,1239692701
NA,NA,1239619571
NA,NA,1239607895
NA,NA,1239492155
NA,NA,1239399619
NA,NA,1239678193
NA,NA,1239692927
NA,NA,1239657653
NA,NA,1239426729
NA,NA,1239677721
NA,NA,1239692473
NA,NA,1239665025
NA,NA,1239240791
NA,NA,1239632673
NA,NA,1239328021
NA,NA,1237958131
1,1,1239467309
NA,NA,1239606763
NA,NA,1239527339
NA,NA,1238768611
NA,NA,1239549617
NA,NA,1239083827
NA,NA,1239512019
NA,NA,1239692991
NA,NA,1238854269
NA,NA,1239693347
NA,NA,1239693123
NA,NA,1239496923
NA,NA,1239693875
NA,NA,1237911589
NA,NA,1239693655
NA,NA,1239693667
NA,NA,1239675435
NA,NA,1239153905
NA,NA,1239667567
NA,NA,1239694495
NA,NA,1239555671
NA,NA,1239276749
NA,NA,1238968423
NA,NA,1238687503
NA,NA,1239291643
NA,NA,1239681015
NA,NA,1237604067
NA,NA,1239460543
